internal_id,song_id,age_at_event_orig,age_at_event_cover,association_orig,association_cover,control_orig,control_cover,memory_orig,memory_cover,description_orig,description_cover,emot_content_orig,emot_content_cover,emot_intensity_orig,emot_intensity_cover,energetic_orig,energetic_cover,experience_orig,experience_cover,familiarity_orig,familiarity_cover,important_orig,important_cover,preference_orig,preference_cover,social_orig,social_cover,unique_orig,unique_cover,vivid_orig,vivid_cover
86,2016_3,20,20,My college years,college 20s,completely spontaneous,somewhat spontaneous,TRUE,TRUE,"Just hanging out with the boys in college listening to this at the clubs, or bars, and just really having fun.","2017 this song came out, I remember cause my buddy was all over that new drake album",very positive,very positive,very,somewhat,somewhat,a little,Hearing it at bars and things like that.,My buddy would throw this up and we would jam at parties and stuff. Was really fun.,extremely,extremely,somewhat,somewhat,a lot,a lot,extremely,somewhat,not at all,somewhat,extremely,very
86,2016_4,25,NA,It came out in college so 20s.,I know this Rihanna song.,completely spontaneous,NA,TRUE,FALSE,Recently just heard her sing this at the superbowl!,NA,very positive,NA,extremely,NA,not at all,NA,"Heard it when it came out, everyone had it on their playlist. Then just heard it again recently at the superbowl!","Whenever it came out. I think maybe in college? Like 2016, but I have no idea.",extremely,extremely,not at all,NA,a little,not at all,a little,NA,not at all,NA,extremely,NA
86,2016_5,20,18,My collegiate experience is when most of this occurred.,I was probably 18 when I heard it first.,completely spontaneous,completely spontaneous,TRUE,TRUE,"I remember being in college, and my buddy was really into 21 pilots and he was listening to this song.","Heard this my freshman year of college, 2015",neutral,somewhat positive,not at all,not at all,a little,not at all,"I've heard it on the radio, and it was often played on peoples speakers when chilling at friends houses.",Just a college a guy I knew loved 21 pilots.,extremely,extremely,not at all,not at all,a little,somewhat,very,somewhat,not at all,not at all,somewhat,extremely
86,2017_1,21,21,College years,Early twenties end of college.,completely spontaneous,completely spontaneous,TRUE,TRUE,"One of my room mates in college was a huge ed sheeran fan, and would listen to all his music.",My buddy loved ed sheeran and would play him constantly.,neutral,neutral,not at all,not at all,not at all,not at all,Yeah right around 2018?,My buddy in 2019 would play this all the time.,extremely,very,not at all,not at all,not at all,a little,a little,a little,not at all,not at all,a little,very
86,2018_1,20,21,"From my early twenties, the last few years of college. Just reminds me of being with my friends in college. The situation is unique to me, because we will probably never all be together like that again .",College years! 20-22,completely spontaneous,completely spontaneous,TRUE,TRUE,"Just music that my buddys would play in college when we would throw parties and such. Was really a great time, so I associate Drake with really good memories",I remember when we would bump this song while we were getting ready to party in college. Was a lot of fun,very positive,very positive,somewhat,not at all,extremely,extremely,Great experience. I never was really into rap. So this was cool to get into during my collegiate years.,Listening to it with friends drinking and partyin,extremely,extremely,extremely,very,love it!,love it!,extremely,extremely,extremely,not at all,extremely,extremely
86,2018_4,20,NA,Just reminds me of music that I listened to during college with friends. Good memories.,"no clue who sings this, but ive heard it. No idea when",completely spontaneous,NA,TRUE,FALSE,College I heard it while my friends were listening to Cabello.,NA,somewhat positive,NA,not at all,NA,somewhat,NA,"Heard it at clubs, bars, different places. On friends playlists.",No clue when this came out,extremely,a little,very,NA,somewhat,not at all,extremely,NA,somewhat,NA,very,NA
86,2018_5,19,NA,Just my college years. Nothing really that interesting.,College for sure. I think that's a cover of rockstar? By Post.,completely spontaneous,NA,TRUE,FALSE,College Post malone got really really popular.,NA,neutral,NA,somewhat,NA,not at all,NA,"A particular person I knew loved post malone, always wanted to hear his music.","I know the original track, and tons of people played this song.",very,very,not at all,NA,a little,a little,not at all,NA,not at all,NA,extremely,NA
86,2019_1,21,21,21-22,College,completely spontaneous,somewhat spontaneous,TRUE,TRUE,"Came out like 2019, Was living at college with my friends.",Song was extremely popular when i was in college.,very positive,somewhat positive,not at all,not at all,not at all,not at all,"My friends would play this song all the time, music was always on at my house. Lil Nas X",My friend would just bump this song constantly /,extremely,extremely,somewhat,not at all,somewhat,a little,very,extremely,not at all,not at all,very,very
86,2019_3,20,19,20,Maybe 19-23 idk when it exactly came out,completely spontaneous,neither,TRUE,TRUE,"Just remember by myself looking at halsey stuff, when she released the song. I admire her work but don't listen to it myself.",2020 I think is when i heard it.,somewhat positive,somewhat positive,not at all,somewhat,not at all,not at all,Just heard it when it came out.,I remember checking out halsey and then heard this song.,extremely,extremely,not at all,not at all,somewhat,a lot,not at all,not at all,not at all,not at all,not at all,somewhat
86,2019_4,22,NA,early twenties end of college I think.,"Billie Eilish song. I've heard it, but no specific memories of listening to it on my own.l",completely spontaneous,NA,TRUE,FALSE,End of college I think she blew up.,NA,somewhat positive,NA,somewhat,NA,somewhat,NA,It came out right at the end of my college career. Its a cool song.,I have just heard it played. Nothing more than that.,extremely,extremely,not at all,NA,a lot,a little,not at all,NA,not at all,NA,very,NA
87,2008_3,18,18,18-21,18-22,completely spontaneous,completely spontaneous,TRUE,TRUE,My ex-husband was obsessed with this song and made me find the Spanish version of it and put it on his cellphone.,I was pregnant with my son when this came out and his father was driving as we listened to the song.,somewhat negative,somewhat positive,somewhat,very,not at all,somewhat,I really associate it with memories of living with my ex-husband and so nowadays I refuse to listen to it.,"My son's dad loved the song a lot, I listened to it often back then.",extremely,extremely,a little,somewhat,not at all,somewhat,somewhat,somewhat,very,very,extremely,very
87,2009_2,33,19,23-33,18-25,completely spontaneous,completely spontaneous,TRUE,TRUE,"I was on a first date with some guy that I met online and this song played on the radio when we were going to the movies, and I was telling him how much I love Lady Gaga.",my sister and I were driving around and stopped to smoke a cigarette and some girl walked by and commented we were having a party in the car.,somewhat positive,somewhat positive,very,extremely,somewhat,somewhat,"I love Lady Gaga a lot, so it's been one of my favorite songs for a long time. I love dancing to it when I'm cleaning and it's on a bunch of my playlists.",My son and I love this song a lot. It's a great party song and I've danced at clubs to it a lot.,extremely,extremely,a little,a little,love it!,love it!,very,very,somewhat,a little,somewhat,very
87,2009_3,20,22,20-25,"From around the age 22-27, my son always wanted to play this song in the car",completely spontaneous,completely spontaneous,TRUE,TRUE,"I was obsessed with this album for a time, so I was playing this song super loud with my sister one night and some girl walked by and said we had a whole club going on in the car and I thought that was funny.",My son was obsessed with this album by Lady Gaga for years and I remembered driving to pick my sister up and singing this with him.,somewhat positive,somewhat positive,very,very,somewhat,somewhat,"I'm obsessed with Lady Gaga, so I would play this song so often in my car or house because it's super fun to dance to.",It's one of my son's favorite songs. He's obsessed with Lady Gaga.,extremely,extremely,somewhat,very,love it!,love it!,very,somewhat,somewhat,very,very,somewhat
87,2010_1,25,26,25-33 this song is timeless,21-30,completely spontaneous,somewhat deliberate,TRUE,TRUE,"I used to use this song as my ""get ready to go out"" anthem so I remember putting on makeup and blasting it.",driving home from my son's appointment listening to this song,very positive,somewhat positive,very,very,very,somewhat,"I have loved this song since the first time I ever heard it on the radio. I've had it on mp3 players, as a ringtone, on playlists, and I quote it often even though most people don't even recognize the source.",I really like the song a lot and have listened to it consistently over the past few years.,extremely,very,somewhat,a little,love it!,a lot,a little,somewhat,a little,not at all,very,a little
87,2011_2,23,23,"I was really obsessed with this song for a few years, probably when I was 23-25",24-30,completely spontaneous,completely spontaneous,TRUE,TRUE,I was driving in my old car and I really loved blasting this song but my sister hated it so she'd demand that I turn it off but I'd keep it on to troll her.,my sister hated this song and i kept blasting it in my car when we were driving around to annoy her,very positive,very positive,extremely,very,somewhat,extremely,"It's an amazing banger to throw on and get super revved up! I really love this song because it's just stupid fun to listen to it. I usually put it on themed playlists, like for workouts or whatever.",I thought it was the best song ever and always played it when I used to drive my sister to work in 2014,extremely,extremely,somewhat,very,love it!,love it!,very,very,somewhat,a little,extremely,extremely
87,2011_3,27,NA,25-28,26-29,somewhat spontaneous,NA,TRUE,FALSE,We were driving to the grocery store listening to this song.,NA,somewhat positive,NA,very,NA,somewhat,NA,My son really liked it but we mostly just listen to it when it comes on the radio in the car.,I've heard it too many times in my life for it to be enjoyable anymore.,very,extremely,somewhat,NA,a little,a little,somewhat,NA,not at all,NA,a little,NA
87,2012_1,32,26,"I've listened to the song since I was like 23, until now.",23-33,completely spontaneous,completely spontaneous,TRUE,TRUE,I listened to this song a lot after I broke up with my ex.,My ex would blast this when we were drinking.,very negative,very negative,extremely,extremely,very,somewhat,I broke up with my ex and listened to this song on repeat for a long time.,"I really like this song, and it's on a lot of my playlists. I know all the lyrics and it's wicked fun to duet with someone. My ex-boyfriend was obsessed with the song when we were together. We would get drunk and he'd play music on the TV, and he would always play this one.",extremely,extremely,very,not at all,a lot,love it!,not at all,somewhat,very,a little,extremely,extremely
87,2012_2,27,27,"No, not really. I've been listening to it since it came out but never really specifically search it out to be honest.",25-30,completely spontaneous,completely spontaneous,TRUE,TRUE,My mom was driving and this song came on and I sang it and she said that I had a nice singing voice.,I was in my mom's car and we were driving home from Boston.,somewhat positive,neutral,a little,not at all,a little,a little,"I only know this song by Carley Rae Jepson, but I enjoy it pretty much. If it comes on at a bar or in the car or on the radio, I'll definitely sing it.","I loved to sing this song ever since it came out. It's just a fun, dumb pop song I guess. I listen to it maybe once or twice a month, unless it comes on at the store or on the radio or something",extremely,extremely,a little,not at all,a lot,love it!,somewhat,somewhat,somewhat,not at all,extremely,very
87,2012_3,26,NA,25-30,no,completely spontaneous,NA,TRUE,FALSE,"I was at a bar with my ex in Woburn when I used to live there, and this song came on and I was kind of drunk so I was singing it.",NA,somewhat positive,NA,very,NA,somewhat,NA,I have listened to this song quite often. I really like the main singer of FUN's voice. I think the lyrics are great for a total anthem.,i never heard it before,extremely,not at all,not at all,NA,love it!,a little,very,NA,a little,NA,extremely,NA
87,2013_1,26,28,26-28,27-29,completely spontaneous,somewhat spontaneous,TRUE,TRUE,I remember playing this song one time when me and my ex were drinking.,I was in my mom's car and we were listening to this song driving somewhere,somewhat positive,somewhat positive,somewhat,a little,somewhat,a little,"I have heard it a million times, because I thought it was pretty original when it first came out. I think I karaoked it once, but I was drinking that night so I could be misremembering.",I liked it a lot and would watch the music video on youtube from time to time,extremely,extremely,not at all,not at all,a lot,a lot,somewhat,somewhat,not at all,not at all,very,very
